race,stage_number,classification_type,rank,rider_name,rider_slug,rider_url,bib,team_name,team_slug,team_url,time,gap,points,bonus,source_url
Tour de France,4,stage,14,J. STUYVEN,jasper-stuyven,https://www.letour.fr/en/rider/94/soudal-quick-step/jasper-stuyven,94.0,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,15,A. MOLENAAR,alex-molenaar,https://www.letour.fr/en/rider/224/caja-rural-seguros-rga/alex-molenaar,224.0,CAJA RURAL-SEGUROS RGA,caja-rural-seguros-rga,https://www.letour.fr/en/team/CJR/caja-rural-seguros-rga,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,16,F. VAN DEN BROEK,frank-van-den-broek,https://www.letour.fr/en/rider/218/team-picnic-postnl/frank-van-den-broek,218.0,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,17,G. ZIMMERMANN,georg-zimmermann,https://www.letour.fr/en/rider/158/lotto-intermarche/georg-zimmermann,158.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,18,Q. HERMANS,quinten-hermans,https://www.letour.fr/en/rider/174/pinarello-q36-5-pro-cycling-team/quinten-hermans,174.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,19,J. NICOLAU,joel-nicolau-beltran,https://www.letour.fr/en/rider/225/caja-rural-seguros-rga/joel-nicolau-beltran,225.0,CAJA RURAL-SEGUROS RGA,caja-rural-seguros-rga,https://www.letour.fr/en/team/CJR/caja-rural-seguros-rga,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,20,I. IZAGIRRE,ion-izagirre-insausti,https://www.letour.fr/en/rider/161/cofidis/ion-izagirre-insausti,161.0,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,21,N. DENZ,nico-denz,https://www.letour.fr/en/rider/23/red-bull-bora-hansgrohe/nico-denz,23.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,22,R. GREGOIRE,romain-gregoire,https://www.letour.fr/en/rider/181/groupama-fdj-united/romain-gregoire,181.0,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,04h 13' 12'',+ 00h 02' 27'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,23,P. EENKHOORN,pascal-eenkhoorn,https://www.letour.fr/en/rider/92/soudal-quick-step/pascal-eenkhoorn,92.0,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,04h 18' 39'',+ 00h 07' 54'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,24,A. KIRSCH,alex-kirsch,https://www.letour.fr/en/rider/166/cofidis/alex-kirsch,166.0,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,04h 18' 39'',+ 00h 07' 54'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,25,B. VAN MOER,brent-van-moer,https://www.letour.fr/en/rider/177/pinarello-q36-5-pro-cycling-team/brent-van-moer,177.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 18' 43'',+ 00h 07' 58'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,26,J. TRATNIK,jan-tratnik,https://www.letour.fr/en/rider/26/red-bull-bora-hansgrohe/jan-tratnik,26.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 18' 43'',+ 00h 07' 58'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,27,M. VALGREN,michael-valgren,https://www.letour.fr/en/rider/47/ef-education-easypost/michael-valgren,47.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 18' 43'',+ 00h 07' 58'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,28,E. PLANCKAERT,edward-planckaert,https://www.letour.fr/en/rider/106/alpecin-premier-tech/edward-planckaert,106.0,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,04h 18' 43'',+ 00h 07' 58'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,29,E. COSTIOU,ewen-costiou,https://www.letour.fr/en/rider/184/groupama-fdj-united/ewen-costiou,184.0,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,04h 18' 43'',+ 00h 07' 58'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,30,A. YATES,adam-yates,https://www.letour.fr/en/rider/8/uae-team-emirates-xrg/adam-yates,8.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,31,F. GROSSSCHARTNER,felix-grossschartner,https://www.letour.fr/en/rider/3/uae-team-emirates-xrg/felix-grossschartner,3.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,32,B. MCNULTY,brandon-mcnulty,https://www.letour.fr/en/rider/4/uae-team-emirates-xrg/brandon-mcnulty,4.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,33,T. POGACAR,tadej-pogacar,https://www.letour.fr/en/rider/1/uae-team-emirates-xrg/tadej-pogacar,1.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,34,I. DEL TORO,isaac-del-toro-romero,https://www.letour.fr/en/rider/2/uae-team-emirates-xrg/isaac-del-toro-romero,2.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,35,T. SKUJINS,toms-skujins,https://www.letour.fr/en/rider/36/lidl-trek/toms-skujins,36.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,36,D. GEE,derek-james-gee,https://www.letour.fr/en/rider/32/lidl-trek/derek-james-gee,32.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,37,C. VERONA,carlos-verona-quintanilla,https://www.letour.fr/en/rider/38/lidl-trek/carlos-verona-quintanilla,38.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,38,J. AYUSO,juan-ayuso-pesquera,https://www.letour.fr/en/rider/31/lidl-trek/juan-ayuso-pesquera,31.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,39,M. SKJELMOSE,mattias-skjelmose,https://www.letour.fr/en/rider/35/lidl-trek/mattias-skjelmose,35.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,40,P. HAGENES,per-strand-hagenes,https://www.letour.fr/en/rider/15/team-visma-lease-a-bike/per-strand-hagenes,15.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,41,E. AFFINI,edoardo-affini,https://www.letour.fr/en/rider/12/team-visma-lease-a-bike/edoardo-affini,12.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,42,M. JORGENSON,matteo-jorgenson,https://www.letour.fr/en/rider/16/team-visma-lease-a-bike/matteo-jorgenson,16.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,43,J. VINGEGAARD,jonas-vingegaard-hansen,https://www.letour.fr/en/rider/11/team-visma-lease-a-bike/jonas-vingegaard-hansen,11.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,44,D. PIGANZOLI,davide-piganzoli,https://www.letour.fr/en/rider/18/team-visma-lease-a-bike/davide-piganzoli,18.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,45,V. CAMPENAERTS,victor-campenaerts,https://www.letour.fr/en/rider/14/team-visma-lease-a-bike/victor-campenaerts,14.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,46,S. KUSS,sepp-kuss,https://www.letour.fr/en/rider/17/team-visma-lease-a-bike/sepp-kuss,17.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,47,B. ARMIRAIL,bruno-armirail,https://www.letour.fr/en/rider/13/team-visma-lease-a-bike/bruno-armirail,13.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,48,T. WELLENS,tim-wellens,https://www.letour.fr/en/rider/7/uae-team-emirates-xrg/tim-wellens,7.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,49,D. HOOLE,daan-hoole,https://www.letour.fr/en/rider/54/decathlon-cma-cgm-team/daan-hoole,54.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,50,P. SEIXAS,paul-seixas,https://www.letour.fr/en/rider/51/decathlon-cma-cgm-team/paul-seixas,51.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,51,A. PARET PEINTRE,aurelien-paret-peintre,https://www.letour.fr/en/rider/56/decathlon-cma-cgm-team/aurelien-paret-peintre,56.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,52,T. BENOOT,tiesj-benoot,https://www.letour.fr/en/rider/52/decathlon-cma-cgm-team/tiesj-benoot,52.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,53,M. RICCITELLO,matthew-riccitello,https://www.letour.fr/en/rider/58/decathlon-cma-cgm-team/matthew-riccitello,58.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,54,N. PRODHOMME,nicolas-prodhomme,https://www.letour.fr/en/rider/57/decathlon-cma-cgm-team/nicolas-prodhomme,57.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,55,J. HINDLEY,jai-hindley,https://www.letour.fr/en/rider/24/red-bull-bora-hansgrohe/jai-hindley,24.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,56,T. VAN DIJKE,tim-van-dijke,https://www.letour.fr/en/rider/27/red-bull-bora-hansgrohe/tim-van-dijke,27.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,57,R. EVENEPOEL,remco-evenepoel,https://www.letour.fr/en/rider/21/red-bull-bora-hansgrohe/remco-evenepoel,21.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,58,M. VAN GILS,maxim-van-gils,https://www.letour.fr/en/rider/28/red-bull-bora-hansgrohe/maxim-van-gils,28.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,59,M. CATTANEO,mattia-cattaneo,https://www.letour.fr/en/rider/22/red-bull-bora-hansgrohe/mattia-cattaneo,22.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,60,F. LIPOWITZ,florian-lipowitz,https://www.letour.fr/en/rider/25/red-bull-bora-hansgrohe/florian-lipowitz,25.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,61,B. HEALY,ben-healy,https://www.letour.fr/en/rider/44/ef-education-easypost/ben-healy,44.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,62,R. CARAPAZ,richard-carapaz,https://www.letour.fr/en/rider/41/ef-education-easypost/richard-carapaz,41.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,63,A. BAUDIN,alex-baudin,https://www.letour.fr/en/rider/43/ef-education-easypost/alex-baudin,43.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,64,M. WALKER,max-walker,https://www.letour.fr/en/rider/48/ef-education-easypost/max-walker,48.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,65,K. ASGREEN,kasper-asgreen,https://www.letour.fr/en/rider/42/ef-education-easypost/kasper-asgreen,42.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,66,M. MOHORIC,matej-mohoric,https://www.letour.fr/en/rider/75/bahrain-victorious/matej-mohoric,75.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,67,D. CARUSO,damiano-caruso,https://www.letour.fr/en/rider/73/bahrain-victorious/damiano-caruso,73.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,68,A. TIBERI,antonio-tiberi,https://www.letour.fr/en/rider/77/bahrain-victorious/antonio-tiberi,77.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,69,L. MARTINEZ,lenny-martinez,https://www.letour.fr/en/rider/71/bahrain-victorious/lenny-martinez,71.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,70,T. JOHANNESSEN,tobias-halland-johannessen,https://www.letour.fr/en/rider/121/uno-x-mobility/tobias-halland-johannessen,121.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,71,A. SKAARSETH,anders-skaarseth,https://www.letour.fr/en/rider/126/uno-x-mobility/anders-skaarseth,126.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,72,J. ABRAHAMSEN,jonas-abrahamsen,https://www.letour.fr/en/rider/122/uno-x-mobility/jonas-abrahamsen,122.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,73,A. CHARMIG,anthon-charmig,https://www.letour.fr/en/rider/123/uno-x-mobility/anthon-charmig,123.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,74,M. CORT NIELSEN,magnus-cort-nielsen,https://www.letour.fr/en/rider/124/uno-x-mobility/magnus-cort-nielsen,124.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,75,A. JOHANNESSEN,anders-halland-johannessen,https://www.letour.fr/en/rider/125/uno-x-mobility/anders-halland-johannessen,125.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,76,X. AZPARREN IRURZUN,xabier-azparren-irurzun,https://www.letour.fr/en/rider/172/pinarello-q36-5-pro-cycling-team/xabier-azparren-irurzun,172.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,77,X. MEURISSE,xandro-meurisse,https://www.letour.fr/en/rider/176/pinarello-q36-5-pro-cycling-team/xandro-meurisse,176.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,78,F. WRIGHT,alfred-brockwell-wright,https://www.letour.fr/en/rider/178/pinarello-q36-5-pro-cycling-team/alfred-brockwell-wright,178.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
Tour de France,4,stage,79,T. PIDCOCK,tom-pidcock,https://www.letour.fr/en/rider/171/pinarello-q36-5-pro-cycling-team/tom-pidcock,171.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 23' 44'',+ 00h 12' 59'',-,-,https://www.letour.fr/en/ajax/ranking/4/ite/8c5bdabce57f619cb6626c1336ea1a93/subtab
