race,stage_number,classification_type,rank,rider_name,rider_slug,rider_url,bib,team_name,team_slug,team_url,time,gap,points,bonus,source_url
Tour de France,2,youth,8,L. VAN EETVELT,lennert-van-eetvelt,https://www.letour.fr/en/rider/156/lotto-intermarche/lennert-van-eetvelt,156.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 03' 27'',+ 00h 01' 23'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,9,C. UIJTDEBROEKS,cian-uijtdebroeks,https://www.letour.fr/en/rider/141/movistar-team/cian-uijtdebroeks,141.0,MOVISTAR TEAM,movistar-team,https://www.letour.fr/en/team/MOV/movistar-team,04h 04' 08'',+ 00h 02' 04'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,10,M. VACEK,mathias-vacek,https://www.letour.fr/en/rider/37/lidl-trek/mathias-vacek,37.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 08' 02'',+ 00h 05' 58'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,11,M. RICCITELLO,matthew-riccitello,https://www.letour.fr/en/rider/58/decathlon-cma-cgm-team/matthew-riccitello,58.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 08' 09'',+ 00h 06' 05'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,12,A. TIBERI,antonio-tiberi,https://www.letour.fr/en/rider/77/bahrain-victorious/antonio-tiberi,77.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 08' 19'',+ 00h 06' 15'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,13,K. VAUQUELIN,kevin-vauquelin,https://www.letour.fr/en/rider/88/netcompany-ineos-cycling-team/kevin-vauquelin,88.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,04h 09' 54'',+ 00h 07' 50'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,14,G. STEINHAUSER,georg-steinhauser,https://www.letour.fr/en/rider/46/ef-education-easypost/georg-steinhauser,46.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 12' 46'',+ 00h 10' 42'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,15,R. DHONDT,robbe-dhondt,https://www.letour.fr/en/rider/215/team-picnic-postnl/robbe-dhondt,215.0,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,04h 13' 11'',+ 00h 11' 07'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,16,E. VERSTRYNGE,emiel-verstrynge,https://www.letour.fr/en/rider/108/alpecin-premier-tech/emiel-verstrynge,108.0,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,04h 13' 27'',+ 00h 11' 23'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,17,R. DEBRUYNE,ramses-debruyne,https://www.letour.fr/en/rider/102/alpecin-premier-tech/ramses-debruyne,102.0,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,04h 14' 08'',+ 00h 12' 04'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,18,R. GARCIA,raul-garcia-pierna,https://www.letour.fr/en/rider/144/movistar-team/raul-garcia-pierna,144.0,MOVISTAR TEAM,movistar-team,https://www.letour.fr/en/team/MOV/movistar-team,04h 14' 12'',+ 00h 12' 08'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,19,J. TARLING,joshua-michael-tarling,https://www.letour.fr/en/rider/87/netcompany-ineos-cycling-team/joshua-michael-tarling,87.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,04h 15' 08'',+ 00h 13' 04'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,20,L. CRAPS,lars-craps,https://www.letour.fr/en/rider/154/lotto-intermarche/lars-craps,154.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 15' 24'',+ 00h 13' 20'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,21,M. VERCHER,matteo-vercher,https://www.letour.fr/en/rider/208/totalenergies/matteo-vercher,208.0,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,04h 15' 31'',+ 00h 13' 27'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,22,M. LE BERRE,mathis-le-berre,https://www.letour.fr/en/rider/206/totalenergies/mathis-le-berre,206.0,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,04h 16' 02'',+ 00h 13' 58'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,23,L. GERMANI,lorenzo-germani,https://www.letour.fr/en/rider/185/groupama-fdj-united/lorenzo-germani,185.0,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,04h 16' 09'',+ 00h 14' 05'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,24,E. COSTIOU,ewen-costiou,https://www.letour.fr/en/rider/184/groupama-fdj-united/ewen-costiou,184.0,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,04h 16' 09'',+ 00h 14' 05'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,25,J. BERCKMOES,jenno-berckmoes,https://www.letour.fr/en/rider/153/lotto-intermarche/jenno-berckmoes,153.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 16' 14'',+ 00h 14' 10'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,26,M. HEßMANN,michel-hessmann,https://www.letour.fr/en/rider/145/movistar-team/michel-hessmann,145.0,MOVISTAR TEAM,movistar-team,https://www.letour.fr/en/team/MOV/movistar-team,04h 16' 40'',+ 00h 14' 36'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,27,V. PARET PEINTRE,valentin-paret-peintre,https://www.letour.fr/en/rider/93/soudal-quick-step/valentin-paret-peintre,93.0,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,04h 16' 42'',+ 00h 14' 38'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,28,P. CASTRILLO,pablo-castrillo-zapater,https://www.letour.fr/en/rider/142/movistar-team/pablo-castrillo-zapater,142.0,MOVISTAR TEAM,movistar-team,https://www.letour.fr/en/team/MOV/movistar-team,04h 17' 12'',+ 00h 15' 08'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,29,L. ASKEY,lewis-askey,https://www.letour.fr/en/rider/132/nsn-cycling-team/lewis-askey,132.0,NSN CYCLING TEAM,nsn-cycling-team,https://www.letour.fr/en/team/NSN/nsn-cycling-team,04h 17' 32'',+ 00h 15' 28'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,30,M. WALKER,max-walker,https://www.letour.fr/en/rider/48/ef-education-easypost/max-walker,48.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 17' 47'',+ 00h 15' 43'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,31,F. BIESTERBOS,frits-biesterbos,https://www.letour.fr/en/rider/212/team-picnic-postnl/frits-biesterbos,212.0,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,04h 18' 26'',+ 00h 16' 22'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,32,P. BITTNER,pavel-bittner,https://www.letour.fr/en/rider/213/team-picnic-postnl/pavel-bittner,213.0,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,04h 18' 26'',+ 00h 16' 22'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,33,V. VAN MECHELEN,vlad-van-mechelen,https://www.letour.fr/en/rider/78/bahrain-victorious/vlad-van-mechelen,78.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 19' 21'',+ 00h 17' 17'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,34,H. PAGE,hugo-page,https://www.letour.fr/en/rider/167/cofidis/hugo-page,167.0,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,04h 19' 31'',+ 00h 17' 27'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,35,M. FRETIN,milan-fretin,https://www.letour.fr/en/rider/165/cofidis/milan-fretin,165.0,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,04h 20' 06'',+ 00h 18' 02'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,36,Q. SIMMONS,quinn-simmons,https://www.letour.fr/en/rider/34/lidl-trek/quinn-simmons,34.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 20' 07'',+ 00h 18' 03'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,37,N. VINOKUROV,nicolya-vinokurov,https://www.letour.fr/en/rider/68/xds-astana-team/nicolya-vinokurov,68.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,04h 20' 15'',+ 00h 18' 11'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,38,H. ARTZ,huub-artz,https://www.letour.fr/en/rider/152/lotto-intermarche/huub-artz,152.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 20' 46'',+ 00h 18' 42'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,39,P. HAGENES,per-strand-hagenes,https://www.letour.fr/en/rider/15/team-visma-lease-a-bike/per-strand-hagenes,15.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 21' 13'',+ 00h 19' 09'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,40,O. KOOIJ,olav-kooij,https://www.letour.fr/en/rider/55/decathlon-cma-cgm-team/olav-kooij,55.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 24' 08'',+ 00h 22' 04'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,youth,41,A. DE LIE,arnaud-de-lie,https://www.letour.fr/en/rider/151/lotto-intermarche/arnaud-de-lie,151.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 24' 22'',+ 00h 22' 18'',-,-,https://www.letour.fr/en/ajax/ranking/2/ijg/a963a600a2e13db0ca782ee089b4e010/none
Tour de France,2,teams,1,,,,,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,12h 09' 07'',-,-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,2,,,,,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,12h 09' 28'',+ 00h 00' 21'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,3,,,,,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,12h 10' 27'',+ 00h 01' 20'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,4,,,,,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,12h 11' 23'',+ 00h 02' 16'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,5,,,,,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,12h 13' 33'',+ 00h 04' 26'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,6,,,,,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,12h 15' 03'',+ 00h 05' 56'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,7,,,,,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,12h 16' 24'',+ 00h 07' 17'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,8,,,,,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,12h 19' 55'',+ 00h 10' 48'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,9,,,,,CAJA RURAL-SEGUROS RGA,caja-rural-seguros-rga,https://www.letour.fr/en/team/CJR/caja-rural-seguros-rga,12h 21' 46'',+ 00h 12' 39'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,10,,,,,MOVISTAR TEAM,movistar-team,https://www.letour.fr/en/team/MOV/movistar-team,12h 23' 15'',+ 00h 14' 08'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,11,,,,,GROUPAMA-FDJ UNITED,groupama-fdj-united,https://www.letour.fr/en/team/GFC/groupama-fdj-united,12h 24' 39'',+ 00h 15' 32'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,12,,,,,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,12h 25' 01'',+ 00h 15' 54'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,13,,,,,COFIDIS,cofidis,https://www.letour.fr/en/team/COF/cofidis,12h 25' 40'',+ 00h 16' 33'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,14,,,,,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,12h 26' 18'',+ 00h 17' 11'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,15,,,,,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,12h 27' 06'',+ 00h 17' 59'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,16,,,,,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,12h 27' 53'',+ 00h 18' 46'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,17,,,,,TEAM JAYCO ALULA,team-jayco-alula,https://www.letour.fr/en/team/JAY/team-jayco-alula,12h 30' 08'',+ 00h 21' 01'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,18,,,,,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,12h 30' 13'',+ 00h 21' 06'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,19,,,,,TUDOR PRO CYCLING TEAM,tudor-pro-cycling-team,https://www.letour.fr/en/team/TUD/tudor-pro-cycling-team,12h 30' 34'',+ 00h 21' 27'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,20,,,,,ALPECIN-PREMIER TECH,alpecin-premier-tech,https://www.letour.fr/en/team/APT/alpecin-premier-tech,12h 30' 49'',+ 00h 21' 42'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,21,,,,,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,12h 31' 38'',+ 00h 22' 31'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,22,,,,,NSN CYCLING TEAM,nsn-cycling-team,https://www.letour.fr/en/team/NSN/nsn-cycling-team,12h 42' 11'',+ 00h 33' 04'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,2,teams,23,,,,,TEAM PICNIC POSTNL,team-picnic-postnl,https://www.letour.fr/en/team/TPP/team-picnic-postnl,12h 48' 06'',+ 00h 38' 59'',-,,https://www.letour.fr/en/ajax/ranking/2/etg/a6726c4a9d04e10e31f78676fcebd5cd/none
Tour de France,3,stage,1,T. POGACAR,tadej-pogacar,https://www.letour.fr/en/rider/1/uae-team-emirates-xrg/tadej-pogacar,1.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 45' 11'',-,-,B : 10'',https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,2,J. VINGEGAARD,jonas-vingegaard-hansen,https://www.letour.fr/en/rider/11/team-visma-lease-a-bike/jonas-vingegaard-hansen,11.0,TEAM VISMA | LEASE A BIKE,team-visma-lease-a-bike,https://www.letour.fr/en/team/TVL/team-visma-lease-a-bike,04h 45' 13'',+ 00h 00' 02'',-,B : 6'',https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,3,R. CARAPAZ,richard-carapaz,https://www.letour.fr/en/rider/41/ef-education-easypost/richard-carapaz,41.0,EF EDUCATION - EASYPOST,ef-education-easypost,https://www.letour.fr/en/team/EFE/ef-education-easypost,04h 45' 13'',+ 00h 00' 02'',-,B : 4'',https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,4,P. SEIXAS,paul-seixas,https://www.letour.fr/en/rider/51/decathlon-cma-cgm-team/paul-seixas,51.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 45' 13'',+ 00h 00' 02'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,5,T. JOHANNESSEN,tobias-halland-johannessen,https://www.letour.fr/en/rider/121/uno-x-mobility/tobias-halland-johannessen,121.0,UNO-X MOBILITY,uno-x-mobility,https://www.letour.fr/en/team/UXM/uno-x-mobility,04h 45' 15'',+ 00h 00' 04'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,6,L. VAN EETVELT,lennert-van-eetvelt,https://www.letour.fr/en/rider/156/lotto-intermarche/lennert-van-eetvelt,156.0,LOTTO INTERMARCHE,lotto-intermarche,https://www.letour.fr/en/team/LOI/lotto-intermarche,04h 45' 15'',+ 00h 00' 04'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,7,F. LIPOWITZ,florian-lipowitz,https://www.letour.fr/en/rider/25/red-bull-bora-hansgrohe/florian-lipowitz,25.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 45' 15'',+ 00h 00' 04'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,8,R. EVENEPOEL,remco-evenepoel,https://www.letour.fr/en/rider/21/red-bull-bora-hansgrohe/remco-evenepoel,21.0,RED BULL - BORA - HANSGROHE,red-bull-bora-hansgrohe,https://www.letour.fr/en/team/RBH/red-bull-bora-hansgrohe,04h 45' 15'',+ 00h 00' 04'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,9,I. DEL TORO,isaac-del-toro-romero,https://www.letour.fr/en/rider/2/uae-team-emirates-xrg/isaac-del-toro-romero,2.0,UAE TEAM EMIRATES XRG,uae-team-emirates-xrg,https://www.letour.fr/en/team/UEX/uae-team-emirates-xrg,04h 45' 15'',+ 00h 00' 04'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,10,J. AYUSO,juan-ayuso-pesquera,https://www.letour.fr/en/rider/31/lidl-trek/juan-ayuso-pesquera,31.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 45' 15'',+ 00h 00' 04'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,11,M. SKJELMOSE,mattias-skjelmose,https://www.letour.fr/en/rider/35/lidl-trek/mattias-skjelmose,35.0,LIDL-TREK,lidl-trek,https://www.letour.fr/en/team/LTK/lidl-trek,04h 45' 21'',+ 00h 00' 10'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,12,I. VAN WILDER,ilan-van-wilder,https://www.letour.fr/en/rider/97/soudal-quick-step/ilan-van-wilder,97.0,SOUDAL QUICK-STEP,soudal-quick-step,https://www.letour.fr/en/team/SOQ/soudal-quick-step,04h 45' 23'',+ 00h 00' 12'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,13,L. MARTINEZ,lenny-martinez,https://www.letour.fr/en/rider/71/bahrain-victorious/lenny-martinez,71.0,BAHRAIN VICTORIOUS,bahrain-victorious,https://www.letour.fr/en/team/TBV/bahrain-victorious,04h 45' 23'',+ 00h 00' 12'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,14,J. JEGAT,jordan-jegat,https://www.letour.fr/en/rider/201/totalenergies/jordan-jegat,201.0,TOTALENERGIES,totalenergies,https://www.letour.fr/en/team/TEN/totalenergies,04h 45' 23'',+ 00h 00' 12'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,15,S. HIGUITA,sergio-andres-higuita-garcia,https://www.letour.fr/en/rider/61/xds-astana-team/sergio-andres-higuita-garcia,61.0,XDS ASTANA TEAM,xds-astana-team,https://www.letour.fr/en/team/XAT/xds-astana-team,04h 45' 29'',+ 00h 00' 18'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,16,T. PIDCOCK,tom-pidcock,https://www.letour.fr/en/rider/171/pinarello-q36-5-pro-cycling-team/tom-pidcock,171.0,PINARELLO-Q36.5 PRO CYCLING TEAM,pinarello-q36-5-pro-cycling-team,https://www.letour.fr/en/team/PQT/pinarello-q36-5-pro-cycling-team,04h 45' 29'',+ 00h 00' 18'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,17,E. BERNAL,egan-bernal-gomez,https://www.letour.fr/en/rider/81/netcompany-ineos-cycling-team/egan-bernal-gomez,81.0,NETCOMPANY INEOS CYCLING TEAM,netcompany-ineos-cycling-team,https://www.letour.fr/en/team/NCI/netcompany-ineos-cycling-team,04h 45' 29'',+ 00h 00' 18'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
Tour de France,3,stage,18,T. BENOOT,tiesj-benoot,https://www.letour.fr/en/rider/52/decathlon-cma-cgm-team/tiesj-benoot,52.0,DECATHLON CMA CGM TEAM,decathlon-cma-cgm-team,https://www.letour.fr/en/team/DCT/decathlon-cma-cgm-team,04h 45' 38'',+ 00h 00' 27'',-,-,https://www.letour.fr/en/ajax/ranking/3/ite/9be759bcadfaba0992cfc3430ff4e8e9/subtab
